MMSI,Time,SOG,Longitude,Latitude,COG
70,20190806_025958,9.6,-43.1388130187988,-22.9715785980225,355
70,20190806_030459,9.5,-43.1394538879395,-22.9584541320801,0
70,20190806_030529,9.5,-43.1394691467285,-22.9570999145508,359
70,20190806_030548,9.5,-43.1394462585449,-22.9562454223633,0
70,20190806_030701,9.1,-43.1394386291504,-22.9531955718994,359
70,20190806_030718,9,-43.1394233703613,-22.9523162841797,1
70,20190806_030732,8.9,-43.1394538879395,-22.9518947601318,359
70,20190806_030849,8.5,-43.1394958496094,-22.9486522674561,0
70,20190806_030911,8.4,-43.139518737793,-22.9478721618652,359
70,20190806_030959,8.3,-43.1395416259766,-22.945972442627,0
70,20190806_031008,8.3,-43.1395454406738,-22.9455337524414,359
70,20190806_031019,8.1,-43.1395263671875,-22.9451751708984,0
70,20190806_031110,8.1,-43.1394729614258,-22.943302154541,359
70,20190806_031159,8,-43.1394996643066,-22.941463470459,0
70,20190806_031321,8.3,-43.1393547058105,-22.9383983612061,5
70,20190806_031411,8.9,-43.1391716003418,-22.9364223480225,10
70,20190806_031441,9,-43.1390609741211,-22.9351634979248,3
70,20190806_031537,8.9,-43.1388893127441,-22.9328155517578,356
70,20190806_031608,8.9,-43.1390533447266,-22.9314956665039,351
70,20190806_031708,9.1,-43.1396636962891,-22.9290046691895,346
70,20190806_032321,10.1,-43.1446266174316,-22.9127044677734,344
70,20190806_032928,8.8,-43.1497383117676,-22.8965225219727,343
70,20190806_033110,8.1,-43.1509895324707,-22.8926773071289,338
70,20190806_033140,7.9,-43.151496887207,-22.8916664123535,333
70,20190806_033211,7.5,-43.1520805358887,-22.8907299041748,327
70,20190806_033240,7.4,-43.1527099609375,-22.8899078369141,321
70,20190806_033306,7,-43.1533622741699,-22.8892364501953,315
70,20190806_033319,6.7,-43.1537017822266,-22.8889770507813,310
70,20190806_033340,6.5,-43.1542434692383,-22.888599395752,304
70,20190806_033357,6.2,-43.1546401977539,-22.8883571624756,298
70,20190806_033406,6,-43.1549377441406,-22.8882503509521,293
70,20190806_033430,5.7,-43.1555709838867,-22.8880271911621,287
70,20190806_033450,5.7,-43.1561546325684,-22.8879146575928,280
70,20190806_033510,5.7,-43.1566734313965,-22.8878574371338,273
70,20190806_033619,6.7,-43.1589012145996,-22.8878192901611,268
70,20190806_033749,7.5,-43.1621360778809,-22.8880558013916,263
70,20190806_033841,8,-43.1641693115234,-22.8883628845215,258
70,20190806_033919,8.1,-43.1657638549805,-22.8885746002197,263
70,20190806_034158,6.5,-43.1715965270996,-22.8892116546631,258
70,20190806_034539,5.2,-43.1778755187988,-22.8906078338623,253
70,20190806_034639,4.9,-43.1793518066406,-22.890941619873,259
70,20190806_034659,4.7,-43.1798210144043,-22.8909873962402,265
70,20190806_034739,4.5,-43.1806907653809,-22.8910064697266,270
70,20190806_034909,4.2,-43.1827011108398,-22.8910140991211,264
70,20190806_035020,4.4,-43.184211730957,-22.8911476135254,269
70,20190806_035152,4,-43.1861343383789,-22.8910388946533,274
70,20190806_035403,3.5,-43.1885108947754,-22.8907623291016,279
70,20190806_035620,2.8,-43.1907958984375,-22.8904991149902,274
70,20190806_035800,1.3,-43.1919059753418,-22.89040184021,281
70,20190806_035819,1.1,-43.192024230957,-22.8903636932373,292
70,20190806_035830,1,-43.1920547485352,-22.8903465270996,297
70,20190806_035900,0.8,-43.1921768188477,-22.8902740478516,303
70,20190806_035920,0.8,-43.1922454833984,-22.8902435302734,289
70,20190806_035930,0.8,-43.1922760009766,-22.890251159668,284
70,20190806_040001,1,-43.1924285888672,-22.8902149200439,278
70,20190806_040018,1.1,-43.1925201416016,-22.8901901245117,273
70,20190806_040421,1.3,-43.1940574645996,-22.8900833129883,268
70,20190806_040458,1.1,-43.1943359375,-22.8901023864746,262
70,20190806_040528,1,-43.1944808959961,-22.8901062011719,254
70,20190806_040538,0.9,-43.1945343017578,-22.8901214599609,245
70,20190806_040552,0.8,-43.1945381164551,-22.89013671875,236
70,20190806_040559,0.8,-43.1945762634277,-22.8901767730713,226
70,20190806_040610,0.6,-43.1946182250977,-22.8902130126953,218
70,20190806_040622,0.6,-43.1946334838867,-22.8902225494385,211
70,20190806_040628,0.6,-43.1946220397949,-22.8902626037598,206
70,20190806_040639,0.6,-43.1946411132812,-22.8902988433838,200
70,20190806_040819,0.6,-43.1947860717773,-22.8906345367432,205
70,20190806_040919,0.6,-43.194881439209,-22.8907928466797,211
70,20190806_041129,0.8,-43.1951522827148,-22.8911647796631,218
70,20190806_041150,0.8,-43.1951942443848,-22.8912124633789,227
70,20190806_041200,0.8,-43.1952285766602,-22.8912296295166,239
70,20190806_041209,0.9,-43.195255279541,-22.8912467956543,250
70,20190806_041219,0.9,-43.1953125,-22.8912372589111,259
70,20190806_041230,1,-43.1953353881836,-22.8912601470947,267
70,20190806_041237,1.1,-43.1954154968262,-22.8912601470947,272
70,20190806_041301,1.1,-43.1955070495605,-22.8912677764893,279
70,20190806_041437,0.9,-43.1960411071777,-22.8911380767822,274
70,20190806_041445,0.6,-43.1960716247559,-22.891149520874,269
71,20190720_153341,12.3,-43.1575164794922,-22.9726181030273,12
71,20190720_153542,13.3,-43.1557769775391,-22.9655876159668,20
71,20190720_160327,7.2,-43.1581802368164,-22.8875122070313,280
71,20190720_160535,7.2,-43.1625938415527,-22.888126373291,260
71,20190720_162925,2.3,-43.1980133056641,-22.8761024475098,308
71,20190720_163148,1.8,-43.1993637084961,-22.8754692077637,283
71,20190720_163339,1.8,-43.2004280090332,-22.8754978179932,264
70,20190720_033346,9.8,-43.1508331298828,-22.8946723937988,336
70,20190720_033615,8.1,-43.1551742553711,-22.8900604248047,303
70,20190720_034508,6.9,-43.1742362976074,-22.8894596099854,271
70,20190720_040349,3.6,-43.1983985900879,-22.8761196136475,299
70,20190720_040446,3.1,-43.1993217468262,-22.8757762908936,288
70,20190720_040659,2.3,-43.2009887695313,-22.8756847381592,263
70,20190720_040937,2.8,-43.2030258178711,-22.8762664794922,244
70,20190720_042618,1,-43.2123107910156,-22.8840827941895,224
70,20190720_042748,1,-43.2126655578613,-22.8843650817871,236
70,20190720_042836,1,-43.2128715515137,-22.8844985961914,231
70,20190720_043007,0.9,-43.2132034301758,-22.8847579956055,241
70,20190719_001114,0.4,-43.1309547424316,-22.9658222198486,270
70,20190719_002459,0.5,-43.1312370300293,-22.9660568237305,253
70,20190719_002621,0.5,-43.1312942504883,-22.9661121368408,252
70,20190719_002827,0.9,-43.1314582824707,-22.966194152832,276
70,20190719_002957,3.2,-43.1320533752441,-22.9656105041504,326
70,20190719_003228,8.6,-43.1334457397461,-22.9617099761963,346
70,20190719_010038,7,-43.1562156677246,-22.8885269165039,296
70,20190719_011258,7.5,-43.1841506958008,-22.8905048370361,260
70,20190719_011911,7.4,-43.1978607177734,-22.8918972015381,247
80,20190724_085542,3.3,-43.1381149291992,-22.8439311981201,220
80,20190724_085603,3.2,-43.138313293457,-22.8441867828369,215
80,20190724_091123,3.5,-43.1471900939941,-22.8566017150879,214
80,20190724_091543,3.7,-43.1496734619141,-22.8602886199951,216
80,20190724_093503,3.2,-43.1624603271484,-22.87380027771,238
80,20190724_093745,2.3,-43.1646766662598,-22.8747138977051,236
80,20190724_094231,2,-43.168041229248,-22.8762645721436,232
80,20190724_094242,1.6,-43.1681098937988,-22.8763275146484,226
80,20190724_094331,2.2,-43.16845703125,-22.8766174316406,238
80,20190724_094402,2.2,-43.1687698364258,-22.8767642974854,243
80,20190724_094851,2.7,-43.1725616455078,-22.877857208252,246
80,20190724_094902,2.7,-43.1727142333984,-22.8779029846191,251
80,20190724_095013,2.7,-43.1736679077148,-22.878137588501,252
80,20190724_095301,2.7,-43.1759567260742,-22.8786849975586,246
80,20190724_100011,2.7,-43.1809234619141,-22.8817176818848,242
80,20190724_101204,2.5,-43.1888427734375,-22.886812210083,212
80,20190724_101512,1.6,-43.1894836425781,-22.8884506225586,201
80,20190724_102104,2.1,-43.1919059753418,-22.8910007476807,219
80,20190724_102222,0.6,-43.1921997070313,-22.8914947509766,197
79,20190722_024515,8.1,-43.1358337402344,-22.9766674041748,350
79,20190722_024617,8.4,-43.1361656188965,-22.9745006561279,359
79,20190722_024626,8.1,-43.1361656188965,-22.9739971160889,353
79,20190722_024634,8,-43.1361656188965,-22.9736652374268,1
79,20190722_024644,7.9,-43.1361656188965,-22.973331451416,352
79,20190722_024656,8.1,-43.1361656188965,-22.9729976654053,2
79,20190722_024705,8,-43.1363372802734,-22.9725017547607,346
79,20190722_024715,7.7,-43.1363372802734,-22.97216796875,1
79,20190722_024727,8.5,-43.1363372802734,-22.9718341827393,337
79,20190722_024735,7.9,-43.1365013122559,-22.9715003967285,3
79,20190722_024745,9,-43.1365013122559,-22.9710006713867,337
79,20190722_024754,7.9,-43.1366691589355,-22.970666885376,3
79,20190722_024805,8.5,-43.1366691589355,-22.9703330993652,346
79,20190722_024810,8.4,-43.1366691589355,-22.9699993133545,359
79,20190722_024816,8.1,-43.1366691589355,-22.9699993133545,2
79,20190722_024821,7.9,-43.1366691589355,-22.9696655273438,354
79,20190722_024836,7.9,-43.1366691589355,-22.969331741333,3
79,20190722_024847,8,-43.136833190918,-22.9688320159912,348
79,20190722_024857,7.7,-43.136833190918,-22.9685020446777,359
79,20190722_024905,7.7,-43.136833190918,-22.968168258667,352
79,20190722_024954,7.5,-43.1370048522949,-22.9663333892822,359
79,20190722_025005,8.5,-43.1371688842773,-22.9659996032715,349
79,20190722_025055,8.1,-43.137336730957,-22.964168548584,355
79,20190722_025205,8.5,-43.1378326416016,-22.961498260498,349
79,20190722_025215,7.5,-43.1378326416016,-22.9611644744873,355
79,20190722_025224,8.4,-43.1378326416016,-22.9608325958252,349
79,20190722_025243,7.9,-43.137996673584,-22.9600028991699,359
79,20190722_025256,8.5,-43.137996673584,-22.9596672058105,346
79,20190722_025303,8,-43.137996673584,-22.9593353271484,8
79,20190722_025313,8.9,-43.137996673584,-22.958833694458,345
79,20190722_025324,8.5,-43.1381683349609,-22.9584999084473,2
79,20190722_025335,8,-43.1381683349609,-22.9581661224365,343
79,20190722_025344,8.6,-43.1381683349609,-22.9578323364258,1
79,20190722_025355,8,-43.1381683349609,-22.957332611084,352
79,20190722_025435,8,-43.1383285522461,-22.9558353424072,1
79,20190722_025444,8.5,-43.138500213623,-22.9555015563965,349
79,20190722_025456,8.3,-43.138500213623,-22.9549999237061,358
79,20190722_025506,8,-43.138500213623,-22.9546661376953,352
79,20190722_025535,8.5,-43.1386642456055,-22.9535007476807,358
79,20190722_025543,8.6,-43.1386642456055,-22.9531650543213,353
79,20190722_025604,8.5,-43.1388320922852,-22.9523315429687,347
79,20190722_025615,8.9,-43.1388320922852,-22.9518356323242,1
79,20190722_025625,8.3,-43.1389961242676,-22.9515018463135,351
79,20190722_025634,8.5,-43.1389961242676,-22.9511680603027,358
79,20190722_025644,9,-43.1389961242676,-22.9506664276123,345
79,20190722_025656,8,-43.1389961242676,-22.9503326416016,358
79,20190722_025704,8.8,-43.1391677856445,-22.9500007629395,345
79,20190722_025714,8.4,-43.1391677856445,-22.949499130249,359
79,20190722_025726,8.1,-43.139331817627,-22.9491672515869,350
79,20190722_025734,9,-43.139331817627,-22.9486656188965,355
79,20190722_025746,7.4,-43.139331817627,-22.9483318328857,347
79,20190722_025757,9,-43.1395034790039,-22.947998046875,357
79,20190722_025804,8,-43.1395034790039,-22.9476680755615,347
79,20190722_025814,7.9,-43.1395034790039,-22.9471683502197,357
79,20190722_025845,8.8,-43.1396636962891,-22.9459991455078,345
79,20190722_025857,7.7,-43.139835357666,-22.9456672668457,355
79,20190722_025916,8.4,-43.1399993896484,-22.9449996948242,342
79,20190722_025928,8.4,-43.1399993896484,-22.9446659088135,2
79,20190722_025934,9,-43.1399993896484,-22.944164276123,341
79,20190722_025946,8.5,-43.1401710510254,-22.9438323974609,355
79,20190722_025959,8.5,-43.1401710510254,-22.9433345794678,350
79,20190722_030003,8,-43.1401710510254,-22.9431686401367,2
79,20190722_030016,8.5,-43.1403312683105,-22.9426689147949,352
79,20190722_030029,7.7,-43.1403312683105,-22.9423332214355,5
79,20190722_030034,8.8,-43.1403312683105,-22.9418334960938,349
79,20190722_030045,7.5,-43.1403312683105,-22.941499710083,355
79,20190722_030103,7.7,-43.1403312683105,-22.9408321380615,347
79,20190722_030116,8.6,-43.1403312683105,-22.9403324127197,9
79,20190722_030124,8,-43.1405029296875,-22.939998626709,348
79,20190722_030135,8.3,-43.1405029296875,-22.9396648406982,0
79,20190722_030145,8.4,-43.1405029296875,-22.9391689300537,356
79,20190722_030155,7.7,-43.1403312683105,-22.938835144043,7
79,20190722_030216,7.9,-43.1403312683105,-22.9381675720215,2
79,20190722_030234,7.9,-43.1403312683105,-22.9373321533203,358
79,20190722_030246,8,-43.1403312683105,-22.9370002746582,3
79,20190722_030514,8.3,-43.139835357666,-22.9313316345215,358
79,20190722_030553,8.1,-43.1399993896484,-22.9298324584961,351
79,20190722_030624,8,-43.1401710510254,-22.9288330078125,346
79,20190722_031038,8.4,-43.1430015563965,-22.9198322296143,341
79,20190722_031647,10.5,-43.1486663818359,-22.9038333892822,340
79,20190722_031944,10.1,-43.1518287658691,-22.8955001831055,335
79,20190722_032024,9.5,-43.1526718139648,-22.8939971923828,329
79,20190722_032045,9.1,-43.1533355712891,-22.8931674957275,324
79,20190722_032125,8.9,-43.1543312072754,-22.8920001983643,318
79,20190722_032140,8.6,-43.1548347473145,-22.8915004730225,313
79,20190722_032201,8.3,-43.1554985046387,-22.8910007476807,307
79,20190722_032235,7.9,-43.156665802002,-22.8901653289795,300
79,20190722_032255,7.7,-43.1573333740234,-22.8899974822998,294
79,20190722_032324,7.5,-43.1584968566895,-22.8895015716553,289
79,20190722_032346,7.5,-43.1591644287109,-22.8893356323242,282
79,20190722_032405,7.2,-43.1598281860352,-22.8891677856445,277
79,20190722_032507,7.2,-43.162166595459,-22.8890018463135,272
79,20190722_032718,7.2,-43.1668281555176,-22.8890018463135,267
79,20190722_033125,5.7,-43.1749992370605,-22.8895015716553,273
79,20190722_033155,5.4,-43.1758308410645,-22.8893356323242,279
79,20190722_033215,5.2,-43.1763343811035,-22.8893356323242,284
79,20190722_033254,5,-43.1773376464844,-22.8890018463135,294
79,20190722_033305,5,-43.1775016784668,-22.8888359069824,287
79,20190722_033325,4.9,-43.1780014038086,-22.8886680603027,295
