clusterindex,Longitude,Latitude,SOG,COG
0,-43.16243333,-22.89253333,0.5,66.8
0,-43.16238333,-22.89251667,0.3,79.5
0,-43.16236667,-22.89251667,0.2,93.3
0,-43.1623,-22.89251667,0.3,85.8
0,-43.16225,-22.89253333,0.4,84.0
0,-43.16218333,-22.89253333,0.5,78.2
0,-43.16195,-22.89246667,0.5,67.5
0,-43.16188333,-22.89243333,0.5,64.3
0,-43.16171667,-22.89238333,0.3,76.8
0,-43.1617,-22.89238333,0.2,87.4
0,-43.16123333,-22.89645,0.4,60.1
0,-43.1596,-22.89578333,0.2,114.4
0,-43.15961667,-22.8958,0.3,162.3
0,-43.1574,-22.90111667,0.2,16.3
0,-43.1574,-22.90108333,0.4,19.9
0,-43.15738333,-22.90101667,0.3,33.4
0,-43.15735,-22.90095,0.3,32.0
0,-43.15733333,-22.90091667,0.2,32.1
0,-43.15733333,-22.90088333,0.1,37.2
0,-43.15731667,-22.90073333,0.3,29.7
0,-43.1573,-22.9007,0.1,18.2
0,-43.1573,-22.90068333,0.2,19.1
0,-43.1573,-22.90065,0.5,13.0
0,-43.1573,-22.90063333,0.4,12.4
0,-43.1573,-22.90061667,0.4,11.2
0,-43.15728333,-22.9006,0.4,9.8
0,-43.15728333,-22.90056667,0.3,10.7
0,-43.15726667,-22.90055,0.3,11.9
0,-43.15726667,-22.9005,0.5,12.4
0,-43.15723333,-22.90036667,0.5,4.6
0,-43.15721667,-22.9003,0.4,358.4
0,-43.15721667,-22.90016667,0.5,356.2
0,-43.1572,-22.90001667,0.5,357.3
0,-43.15721667,-22.89988333,0.5,0.1
0,-43.15721667,-22.89985,0.4,1.3
0,-43.16255,-22.89881667,0.5,123.5
0,-43.16251667,-22.89883333,0.5,102.7
0,-43.16163333,-22.89815,0.5,80.9
0,-43.16163333,-22.89815,0.4,21.1
0,-43.1623,-22.89823333,0.4,284.0
0,-43.16231667,-22.89821667,0.4,299.7
0,-43.16233333,-22.8982,0.4,313.0
0,-43.16233333,-22.89816667,0.4,344.7
0,-43.16231667,-22.89816667,0.4,16.3
0,-43.16346667,-22.89935,0.5,264.4
0,-43.16346667,-22.89935,0.2,277.6
0,-43.16346667,-22.89931667,0.3,328.4
0,-43.16345,-22.89931667,0.5,41.2
0,-43.16341667,-22.89931667,0.5,73.6
0,-43.16306667,-22.89945,0.3,119.8
0,-43.16306667,-22.89946667,0.3,124.3
0,-43.16306667,-22.89948333,0.5,155.4
0,-43.16306667,-22.8995,0.5,179.6
0,-43.16383333,-22.89936667,0.5,254.0
0,-43.16383333,-22.89938333,0.5,215.0
0,-43.16383333,-22.89941667,0.3,195.3
0,-43.16383333,-22.89941667,0.2,150.3
0,-43.16381667,-22.89943333,0.3,109.3
0,-43.1638,-22.89943333,0.2,89.5
0,-43.16376667,-22.89941667,0.2,91.4
0,-43.16376667,-22.89943333,0.4,107.3
0,-43.16375,-22.89943333,0.4,126.6
0,-43.16373333,-22.89941667,0.2,120.2
0,-43.16375,-22.8994,0.5,46.8
0,-43.16375,-22.89938333,0.2,15.8
0,-43.16376667,-22.89938333,0.2,4.3
0,-43.16376667,-22.89938333,0.2,341.5
0,-43.16376667,-22.89935,0.2,348.3
0,-43.16376667,-22.89933333,0.3,354.5
0,-43.16376667,-22.89933333,0.2,354.8
0,-43.16378333,-22.89933333,0.2,356.6
0,-43.16378333,-22.89931667,0.2,5.4
0,-43.16376667,-22.89931667,0.2,29.4
0,-43.16375,-22.8993,0.3,66.2
0,-43.16373333,-22.89931667,0.3,103.6
0,-43.16373333,-22.89935,0.3,116.4
0,-43.16371667,-22.89936667,0.4,125.5
0,-43.16371667,-22.89936667,0.3,126.8
0,-43.1637,-22.89938333,0.4,128.4
0,-43.16368333,-22.8994,0.5,129.4
0,-43.16346667,-22.89966667,0.2,155.3
0,-43.16346667,-22.89966667,0.4,210.2
0,-43.16406667,-22.8994,0.5,276.4
0,-43.16406667,-22.89936667,0.2,278.6
0,-43.16406667,-22.89938333,0.2,262.5
0,-43.16395,-22.89951667,0.2,128.0
0,-43.16395,-22.89953333,0.3,165.9
0,-43.16398333,-22.89951667,0.5,215.7
0,-43.1646,-22.89988333,0.5,267.3
0,-43.16463333,-22.8999,0.4,265.5
0,-43.16465,-22.8999,0.3,257.0
0,-43.16465,-22.89991667,0.2,243.0
0,-43.16466667,-22.89991667,0.1,241.9
0,-43.16466667,-22.8999,0.3,276.7
0,-43.16465,-22.8999,0.4,331.3
0,-43.16463333,-22.89986667,0.5,22.5
0,-43.16445,-22.89978333,0.4,67.6
0,-43.16443333,-22.89978333,0.2,73.7
0,-43.16443333,-22.89978333,0.2,89.4
0,-43.16443333,-22.8998,0.2,108.2
0,-43.16443333,-22.8998,0.2,133.5
0,-43.16443333,-22.89978333,0.5,61.5
0,-43.16438333,-22.89966667,0.4,35.9
0,-43.16436667,-22.89968333,0.5,97.8
0,-43.164,-22.89965,0.3,94.6
0,-43.164,-22.89966667,0.4,124.2
0,-43.16471667,-22.89996667,0.5,259.0
0,-43.16475,-22.9,0.5,253.2
0,-43.16476667,-22.9,0.5,248.0
