clusterindex,Longitude,Latitude,SOG,COG,MedianDistance
0,-43.12211666733333,-22.785011110666666,10.860000000000001,49.96666666666667,292.2415993561134
0,-43.11319242272727,-22.77847878636363,10.545454545454545,52.56363636363637,310.04064179713527
0,-43.10547444466667,-22.77303111066667,10.626666666666665,50.41333333333333,247.97004514681294
0,-43.099991663750004,-22.7668583325,10.624999999999998,26.4,204.82482288490377
1,-43.00297917,-23.0422333325,9.4,92.6,231.81991479756078
2,-43.154366666363636,-22.814649999999997,9.327272727272726,321.05454545454546,195.234250074594
2,-43.16072916700001,-22.809256665500005,9.455000000000002,297.225,310.5109222112351
2,-43.171240277083335,-22.805647221666664,7.383333333333333,287.2375,297.30086207989564
2,-43.176851111333335,-22.804278889333332,2.3066666666666666,277.1333333333333,47.97911426584405
3,-43.147175,-23.03469523857143,0.75,122.65714285714284,22.909321173210486
4,-43.149320835000005,-22.846554167500003,102.3,360.0,163.60860135326195
5,-43.10395000066667,-22.761692222,4.9399999999999995,263.65333333333336,211.54060770722242
6,-43.17294999999999,-22.805482575,8.75909090909091,106.37272727272729,270.80218400238107
6,-43.165788095714284,-22.80745476285714,10.014285714285714,105.9857142857143,129.23327731874048
7,-43.09408571428571,-22.82464523857143,1.2285714285714289,347.85714285714283,19.406364220867328
8,-43.09504888933334,-22.824677778000005,2.8400000000000003,238.00666666666666,92.70955893769782
9,-43.117242857142855,-22.820792855714284,0.9714285714285713,193.0,12.46825727672184
10,-43.12684333400001,-22.833073333333335,0.6933333333333332,7.973333333333334,14.283206363126334
11,-43.127282192054786,-22.833071460958905,0.7945205479452055,211.44657534246576,177.9935996151349
12,-43.135937500000004,-22.9668708325,102.3,360.0,851.5077472853276
13,-43.15793783864864,-22.971405854594593,14.8,8.394594594594595,342.8438623318397
13,-43.15468008170732,-22.961921138780482,13.66341463414634,19.882926829268293,228.50717894699133
13,-43.14915043921053,-22.95347719236842,14.549999999999999,32.931578947368415,306.6852262066395
13,-43.1428399424138,-22.94333189672414,14.701724137931038,24.26551724137931,280.3603550569368
13,-43.13942763157893,-22.933999415263155,11.246491228070171,9.446491228070172,244.12044715433225
13,-43.13949027833334,-22.929025000833335,14.308333333333337,1.925,51.75251698069501
14,-43.15201403526317,-22.830149122631575,7.48421052631579,98.75263157894737,234.98668179942385
14,-43.152355961094955,-22.83792226255474,6.808029197080291,159.2153284671532,312.15237762468655
14,-43.1509423566561,-22.8483188960191,4.750318471337584,117.31337579617838,392.6431367388664
14,-43.15286197794671,-22.859541951520907,6.410266159695801,150.82281368821293,672.9700779504814
14,-43.13611291011435,-22.87463975972537,6.377116704805491,167.59302059496574,1070.2719498559322
14,-43.143563380150894,-22.88346891337023,6.002917505030177,172.07323943661956,826.1389297463857
14,-43.15058867670586,-22.891084270377668,8.850566512799002,194.1911036508602,1155.7607616931602
14,-43.1574805903557,-22.900534978161314,9.338952905811603,197.43063627254492,905.1420372895262
14,-43.13779140807229,-22.91371583317936,10.340586206896546,196.9976896551719,3283.7360002218998
14,-43.14060204922133,-22.926118784508212,9.265163934426232,264.24508196721297,334.67611927161835
14,-43.13959268054054,-22.93766644155404,7.81081081081081,241.61418918918926,325.3984401689573
14,-43.1380692005848,-22.947790643216376,8.261988304093565,269.13918128654973,693.373032212
14,-43.13497599584907,-22.95932201289307,6.897484276729561,272.40062893081756,1394.4509597339686
14,-43.13741318747253,-22.969321795054945,7.898901098901099,243.66153846153847,1922.0028435283514
14,-43.13852620789856,-22.980763164420296,9.410869565217391,296.2304347826086,2425.6615968747883
14,-43.12393218793814,-22.995849599072184,9.262199312714781,243.7171821305843,3515.3216147838484
14,-43.11168758954298,-23.010913978413974,7.778494623655914,268.23037634408604,3161.856910249254
14,-43.120169214171455,-23.01694164294289,5.34857142857143,222.54042857142855,1656.6808250063402
14,-43.10340581383723,-23.030412063720934,7.079941860465118,184.24098837209297,2254.113891308294
14,-43.12976455015872,-23.034697089682542,10.131746031746035,211.87142857142862,3885.21638013856
14,-43.16435733600001,-23.034489998799998,14.019999999999998,182.78800000000004,427.2264790088794
14,-43.16735606045456,-23.04428030318182,14.404545454545454,183.69090909090912,254.24288082907276
14,-43.167722223333335,-23.0515,14.433333333333332,183.9666666666667,185.37248786526374
15,-43.13676282076923,-22.851321794615387,0.6615384615384615,88.73846153846154,6.025261572986559
16,-43.11715952285714,-22.86349047428572,0.6571428571428571,56.25714285714287,13.38122947856278
