clusterindex,Longitude,Latitude,SOG,COG,MedianDistance
0,-43.152437500312516,-22.83719791687501,6.959374999999999,186.39999999999998,266.6678721903035
0,-43.154058558108126,-22.847202702432437,7.567567567567566,188.17027027027032,266.4477101238817
0,-43.154680558333354,-22.858004629722217,7.763888888888894,179.12499999999994,277.41644192317796
0,-43.154528922352966,-22.867930391470583,7.747058823529416,179.75882352941179,315.9345055757824
0,-43.154485714000025,-22.878204761999996,8.468571428571426,179.25428571428577,236.6395439188007
0,-43.154294869999994,-22.886384616153848,8.661538461538461,176.96923076923073,198.5473235617612
1,-43.146460416249994,-22.878375,2.2,15.4875,75.21306021301272
2,-43.146625,-22.878127776666663,2.1166666666666667,348.75,82.80047990760565
3,-43.148396668000004,-22.877813333000002,4.13,307.45000000000005,190.45938854234348
4,-43.095671429999996,-22.824952381428574,3.9285714285714284,234.57142857142858,53.888136104705026
5,-43.14788611166666,-22.87743888833333,3.566666666666667,152.61666666666667,93.18672126787231
