clusterindex,Longitude,Latitude,SOG,COG,MedianDistance
0,-43.12211666733333,-22.785011110666666,10.860000000000001,49.96666666666667,292.2415993561134
0,-43.11319242272727,-22.77847878636363,10.545454545454545,52.56363636363637,310.04064179713527
0,-43.10547444466667,-22.77303111066667,10.626666666666665,50.41333333333333,247.97004514681294
0,-43.099991663750004,-22.7668583325,10.624999999999998,26.4,204.82482288490377
1,-43.15688636318182,-22.811663635454547,9.48181818181818,309.7954545454545,307.28318784098707
1,-43.16698492095238,-22.806946824761912,8.89047619047619,287.952380952381,329.51424847009355
1,-43.175583333076915,-22.80450576923077,3.8500000000000005,281.0384615384616,156.0026071137511
2,-43.104260715,-22.761714285714287,4.6499999999999995,260.8571428571429,179.7617784273315
3,-43.09408571428571,-22.82464523857143,1.2285714285714289,347.85714285714283,19.406364220867328
4,-43.17294999999999,-22.805482575,8.75909090909091,106.37272727272729,270.80218400238107
4,-43.165788095714284,-22.80745476285714,10.014285714285714,105.9857142857143,129.23327731874048
5,-43.09511785785714,-22.824701190714286,2.978571428571428,242.48571428571427,97.13033018930237
6,-43.14734444333333,-23.034561111666665,0.7666666666666667,32.550000000000004,20.233678954481885
6,-43.137022220000006,-23.02756666666667,2.033333333333333,43.76666666666667,2.932802399069314
6,-43.1221216048148,-23.02210586388889,1.2481481481481478,34.166666666666664,545.740396153133
6,-43.10543641999999,-23.02141111,0.9629629629629638,49.48888888888889,447.40291530131367
7,-43.11434791625,-22.821237498749998,0.9624999999999999,190.7875,300.93016413512146
7,-43.13029676407765,-22.832407119708737,1.6825242718446607,167.67669902912618,351.47991670465336
7,-43.15242615583949,-22.836757542335743,7.094160583941603,171.11240875912404,307.72262484465256
7,-43.14959510659887,-22.848311967063943,4.358430232558144,112.37412790697675,480.8200412849917
7,-43.15275590476008,-22.85918960608855,6.387084870848692,149.6531365313653,684.948245577985
7,-43.13614750202512,-22.874518440114382,6.385354691075513,167.52059496567512,1083.3074444030265
7,-43.141825060408316,-22.884388067023618,5.8987295825771335,172.68666061705974,1183.1160699059503
7,-43.150513316390025,-22.891028207920694,9.163854310742284,192.46007376671278,1068.117525688419
7,-43.15556370796936,-22.90105462883796,9.775924600334047,200.89494154139805,1036.655524078341
7,-43.14085751910748,-22.912729794095306,9.604232804232796,193.39118165784782,3123.9880977346847
