MMSI,Time,SOG,Longitude,Latitude,COG
46,20190320_150700,12.30,-43.148,-22.895,70.60
6,20190320_163400,13,-43.128,-22.838,336
3,20190320_180200,1.30,-43.162,-22.81,122.10
6,20190320_180400,12.10,-43.152,-22.821,9
5,20190320_180800,7.90,-42.813,-23.053,310
46,20190320_193200,12.50,-43.15,-22.847,133
26,20190320_200400,13.10,-43.132,-22.865,334
3,20190320_210700,8.40,-43.134,-22.857,106.20
6,20190320_212900,15.60,-43.183,-22.852,342
6,20190320_213400,1.60,-43.166,-22.859,332
0,20190320_213600,9.90,-43.128,-22.827,144
6,20190320_223700,20.40,-43.121,-22.879,119.70
0,20190320_223800,10.70,-43.14,-22.94,277
6,20190320_223900,12.30,-43.166,-23.045,35
26,20190320_225900,11,-43.176,-22.855,0
46,20190321_080000,10.40,-43.181,-22.862,151
6,20190321_120500,9.30,-43.138,-22.884,12.80
6,20190321_190400,13,-43.128,-22.838,336
0,20190321_200300,9.90,-43.129,-22.828,144
6,20190321_200400,1.60,-43.171,-22.903,24.70
6,20190321_210100,12.10,-43.153,-22.821,9
6,20190321_213000,15.60,-43.182,-22.853,342
26,20190321_215900,11,-43.176,-22.855,0
6,20190321_221000,20.40,-43.121,-22.878,119.70
0,20190321_222800,2.10,-43.138,-22.843,14
6,20190322_080600,20.40,-43.145,-22.909,119.70
26,20190322_090700,11.40,-43.14,-22.897,261
26,20190322_093200,5.10,-43.111,-22.87,358
3,20190322_183000,6.80,-43.146,-22.914,14
6,20190322_183200,12.50,-43.161,-22.883,247
6,20190322_190300,1.60,-43.166,-22.901,24.70
3,20190322_190300,2.70,-43.126,-22.873,196
6,20190322_200200,3.60,-43.116,-22.864,284
0,20190322_220700,9.90,-43.129,-22.828,144
6,20190322_220800,3,-43.136,-23.038,184
3,20190322_222700,8.10,-43.136,-22.841,206
26,20190323_120100,1.80,-43.143,-22.833,189
3,20190323_141000,8.60,-43.139,-22.848,44
3,20190323_173200,8.60,-43.12,-22.882,6.40
6,20190323_203000,2.70,-43.167,-22.863,207
6,20190323_203300,3.20,-43.152,-22.821,178
3,20190323_213300,7.20,-43.126,-22.873,23
6,20190323_213500,11.90,-43.154,-22.839,191.90
3,20190323_220300,8.10,-43.138,-22.835,206
3,20190323_232900,7.20,-43.126,-22.873,23
3,20190324_143400,8.60,-43.138,-22.848,44
26,20190324_160300,2.30,-43.152,-22.804,74.90
6,20190324_190200,11.90,-43.172,-22.903,191.90
0,20190324_210600,13,-43.16,-22.901,74.90
6,20190324_210800,2.70,-43.167,-22.863,207
3,20190324_223000,8.10,-43.137,-22.835,206
26,20190325_190400,9.10,-43.128,-22.893,58.10
3,20190325_191200,5.50,-43.113,-23.021,161
3,20190325_193200,2.70,-43.143,-22.838,196
6,20190325_193200,10,-43.15,-22.85,50
3,20190325_193600,8.10,-43.137,-22.835,206
3,20190325_200300,2.30,-43.148,-22.852,109
3,20190325_200600,7.90,-43.186,-22.889,63.30
26,20190325_203600,5.30,-43.14,-22.939,176.60
0,20190325_225900,13,-43.121,-22.879,74.90
3,20190326_070400,2.70,-43.133,-22.863,196
3,20190326_130500,5.50,-43.143,-22.845,161
3,20190326_151000,7.90,-43.135,-22.877,63.30
26,20190326_160100,16,-43.113,-22.864,327.10
3,20190326_170400,2.30,-43.133,-22.848,109
0,20190326_170500,9.90,-43.107,-22.925,123.40
