clusterindex,Longitude,Latitude,SOG,COG,MedianDistance
0,-43.11600000000001,-22.871,19.816666666666666,105.31666666666668,912.6588876250356
1,-43.149750000000004,-23.027749999999997,13.125,237.25,232.8209511760041
2,-43.1545,-22.816000000000003,5.1,191.05,612.0505464113693
2,-43.144000000000005,-22.835,7.277777777777778,198.16666666666666,758.7297551236773
2,-43.14585714285714,-22.84785714285714,8.257142857142856,189.27142857142857,945.2449963251298
2,-43.13557142857143,-22.861285714285714,3.8285714285714283,194.52857142857144,2449.6367585387484
2,-43.1395,-22.8725,7.012499999999999,195.95,2628.522551439406
2,-43.144000000000005,-22.880000000000003,8.85,182.3,849.029802057872
2,-43.162,-22.895,8.2,179.6,0.0
3,-43.11737499999999,-22.874499999999998,8.062500000000002,268.175,743.9001626358198
3,-43.12793103448275,-22.872310344827586,7.965517241379311,267.37931034482756,2429.876222153879
3,-43.14155555555555,-22.85988888888889,8.033333333333333,259.53333333333336,2239.0486087114746
3,-43.155899999999995,-22.8907,8.87,260.28,1002.7963238457323
3,-43.169250000000005,-22.898916666666665,8.358333333333333,256.6333333333333,488.04393529750405
3,-43.172,-22.903,11.1,262.0,0.0
3,-43.187333333333335,-22.889,4.8,256.6666666666667,326.41026178412045
4,-43.148,-22.902,15.9,41.0,0.0
4,-43.149,-22.882,13.1,54.0,0.0
4,-43.136,-22.878,18.0,45.5,0.0
4,-43.1325,-22.8615,16.075,52.45,2179.9865761100928
5,-43.117,-22.821,9.8,233.8,0.0
5,-43.148833333333336,-22.831000000000003,11.116666666666667,226.08333333333334,1615.8824098724729
6,-43.112,-22.87,3.6,256.4,0.0
6,-43.12941666666666,-22.87216666666667,7.025000000000001,247.92499999999998,1299.4862797877925
6,-43.137,-22.878,8.8,242.9,0.0
6,-43.153,-22.876,8.7,250.5,0.0
7,-43.1444,-22.904000000000003,7.919999999999999,343.76,1030.7186033799107
7,-43.124700000000004,-22.879900000000006,7.699999999999998,338.87,1243.89530397933
7,-43.1228,-22.8664,10.24,331.6,955.1673827697617
7,-43.14533333333333,-22.861,7.2,350.93333333333334,1105.9484177116315
7,-43.1414705882353,-22.844176470588234,12.041176470588233,338.93529411764706,1192.5249481243686
7,-43.145799999999994,-22.8388,8.42,346.82,1051.8829677169367
7,-43.14933333333334,-22.822333333333336,9.0,353.6333333333334,1675.2742653729597
7,-43.152,-22.816,10.0,329.2,0.0
8,-43.13250000000001,-22.8415,9.325000000000001,275.8,738.7717372162255
8,-43.14225,-22.837000000000003,5.925,266.25,1556.6046482538156
9,-43.13033333333333,-22.883166666666668,7.933333333333333,331.8666666666667,587.7357924665298
9,-43.119,-22.867,7.25,328.15,453.50579392662206
9,-43.144,-22.865,8.4,334.0,0.0
9,-43.14999999999999,-22.8475,12.6375,332.5,195.7129979108141
9,-43.143,-22.836,9.6,325.0,0.0
9,-43.144999999999996,-22.813499999999998,8.9,328.1,769.2861290573887
10,-43.174,-22.891,1.4,305.5,0.0
10,-43.18749999999999,-22.888,2.4875,305.625,51.20907749410018
11,-43.185500000000005,-22.8885,5.2,92.3,75.57848518643695
11,-43.171,-22.894000000000002,5.533333333333334,97.66666666666667,940.9392876465289
12,-43.1426,-23.0292,14.180000000000001,198.2,165.20125526295078
13,-43.161,-22.854,1.3,108.0,0.0
13,-43.147999999999996,-22.855333333333334,4.233333333333333,112.66666666666667,2137.4630876196484
13,-43.13399999999999,-22.85166666666667,5.599999999999999,110.33333333333333,592.911967024557
13,-43.126,-22.873,2.8,101.0,0.0
14,-43.141,-22.83683333333333,5.1499999999999995,154.81666666666666,705.5976780886143
14,-43.142250000000004,-22.846249999999998,5.137499999999999,156.125,565.7994803721859
15,-43.180857142857135,-22.85471428571429,15.014285714285714,338.85714285714283,373.15347200639843
16,-43.15800000000001,-22.844166666666666,10.549999999999999,159.5,1896.979462156827
16,-43.15614285714286,-22.852999999999998,9.714285714285714,157.71428571428572,1411.542447521149
17,-43.134600000000006,-22.893400000000003,19.8,119.54,2207.0925924400262
18,-43.17307692307692,-22.899923076923077,6.638461538461538,66.67692307692307,465.0775795417635
18,-43.161,-22.899333333333335,9.0,65.33333333333334,330.513933628733
18,-43.158000000000015,-22.87975,9.241666666666665,51.67500000000001,1980.7057022675242
18,-43.141,-22.884227272727273,8.545454545454543,53.70909090909092,1881.6094306543484
18,-43.146899999999995,-22.8655,7.669999999999999,30.549999999999994,2020.561234357814
18,-43.1281724137931,-22.86958620689655,7.158620689655171,46.306896551724144,1189.3885778488468
18,-43.13778571428572,-22.845,7.7142857142857135,28.55,592.9746164619482
18,-43.139153846153846,-22.830076923076923,7.33846153846154,15.23076923076923,1550.0413887063464
18,-43.14640000000001,-22.809400000000004,8.440000000000001,30.4,679.3315329998003
18,-43.116666666666674,-22.82133333333333,6.133333333333333,36.166666666666664,197.476671079375
19,-43.183,-22.882,16.0,111.3,0.0
19,-43.166500000000006,-22.900499999999997,20.325,105.975,538.156645595091
